number,E,n,K,YS,Pmax,Stiffness2,Slope1,Slope2,Slope3,Slope4,Slope5,30um,60um,90um,120um,150um
671,222,0.269,1283,485,0.0176622,137694.1176,5618.056354,5530.367375,4877.949646,4069.865846,3515.178654,153.7824581,322.9319643,479.9572131,614.0522823,726.6831298
672,106,0.166,1264,598,0.0145381,64002.35294,5990.930435,6168.850921,5625.567285,4813.412062,4184.717786,156.2345834,340.9997297,519.1535975,675.845051,809.7929307
673,206,0.419,625,171,0.0158763,125040,2095.936649,2072.59704,1858.971685,1606.234029,1465.557518,58.11094945,121.303636,180.5639144,232.450814,278.0585676
674,98,0.306,1160,436,0.0120657,58440,4340.39404,4495.698435,4154.073192,3626.33131,3223.285788,113.6881871,247.8604146,378.4607968,495.2436396,597.2876388
675,215,0.034,1249,518,0.0292809,138171.7647,7955.333923,7387.632435,6005.901475,4719.297203,4436.975779,219.7597329,453.0757471,654.8773843,814.3811027,948.0780453
676,135,0.298,1564,437,0.0116128,80140.58824,5339.100414,5507.320634,5088.120352,4472.406645,4051.08659,140.3265555,304.9800563,464.8915885,608.3021432,735.1799238
677,156,0.262,1499,443,0.0136348,93280,5643.354018,5737.135935,5196.775996,4482.704503,4055.351758,149.8510591,322.7193009,487.7377966,632.7887452,759.5672544
678,233,0.474,949,469,0.0185325,144070.5882,4039.313794,3945.493452,3497.435282,2958.587765,2592.39938,112.3996086,233.3866224,345.5868374,442.3248458,524.8286945
679,205,0.162,1177,541,0.0217742,129030.5882,6405.630706,6165.472158,5264.399417,4289.12206,3826.349665,175.5989723,366.5511877,538.9181598,681.6731065,801.3905329
680,120,0.459,406,453,0.0238473,76162.35294,3001.013509,2847.94275,2428.846911,1980.303182,1738.888752,83.98089583,172.6760239,252.19721,318.1123596,373.0866939
681,127,0.072,558,404,0.0287398,81574.11765,4224.044511,3920.253308,3197.84798,2511.633377,2316.41435,117.4125602,241.1920689,348.4416175,433.4248549,504.0495757
682,127,0.32,1147,588,0.0145656,76329.41176,5090.727156,5174.73665,4676.236083,4020.249298,3631.800139,134.9541537,290.9236657,439.613252,569.9229685,683.5035861
683,149,0.394,995,501,0.0160891,90129.41176,4309.027729,4300.73888,3854.601711,3306.495173,2992.298216,116.667473,247.3284417,370.3333227,477.5848507,571.0621289
684,127,0.176,900,277,0.0187723,77677.64706,4074.990612,3995.368896,3483.97381,2869.147491,2479.232074,110.7023436,233.2475974,346.1067437,441.2517137,520.5047023
685,65,0.341,1069,367,0.00941676,38255.29412,3476.526272,3695.33204,3478.047382,3115.668285,2899.190736,88.98116696,198.0130127,306.3401851,405.2449111,494.7392975
686,90,0.146,433,208,0.0241207,57263.52941,2502.838556,2370.707637,1996.930565,1589.279774,1355.527698,69.52332603,143.4903498,209.3493227,262.9674465,306.4450962
687,146,0.174,1565,393,0.0150718,88232.35294,6276.948663,6353.668269,5700.449293,4833.79501,4270.208692,165.9658952,357.8956247,539.8866055,697.7882293,832.9449858
688,141,0.364,435,253,0.0217671,88590.58824,2268.45127,2154.914519,1851.989068,1533.599749,1373.671399,63.94457939,130.985944,191.3455635,241.9506494,284.9461581
689,174,0.415,1096,328,0.0137303,102607.0588,3639.516186,3672.302884,3341.751204,2923.865165,2694.648783,98.46340329,209.3940403,315.1681925,409.025769,492.486799
690,156,0.48,696,305,0.0172745,96818.82353,2730.809059,2687.703697,2402.539602,2060.95174,1848.575076,75.52651603,157.6413979,234.3681505,301.2295364,359.3173669
691,224,0.224,1046,388,0.0203224,140449.4118,4948.183519,4757.540419,4101.864481,3393.094017,3043.167339,137.1562512,284.4196152,417.9583479,530.0005387,625.1324266
692,208,0.305,483,429,0.0265568,132240,3459.427804,3186.85327,2652.240049,2125.330784,1875.868117,99.17312224,199.8596134,287.7639315,359.0710558,418.0582446
693,106,0.484,465,358,0.0205667,64188.23529,2568.261832,2491.692535,2179.392107,1814.049215,1578.352523,71.1984103,147.9154144,218.3426511,278.1485162,328.482066
694,147,0.216,1007,382,0.0179633,91357.64706,4624.612043,4559.20881,4017.677626,3337.057468,2854.387313,125.7235127,265.0924441,394.5147618,504.7622119,596.7177098
695,210,0.308,349,579,0.031029,134969.4118,3898.823517,3507.404156,2837.681164,2208.126314,1937.211374,112.9875185,225.1747823,320.6487315,395.8373336,456.7227094
696,108,0.466,1383,385,0.00968062,63767.05882,3836.850573,4041.961307,3811.183084,3436.710195,3210.736931,100.1871814,219.8243249,338.3459703,447.0583632,546.0335781
697,82,0.153,1583,478,0.0106472,48157.05882,5898.954553,6294.635492,5941.367454,5233.94347,4567.156571,149.5702687,334.8399831,519.7589084,687.7804709,834.2018876
698,76,0.175,1383,210,0.0104965,44971.76471,4449.834174,4704.077901,4399.349362,3849.52756,3368.491498,114.1006646,253.1991252,390.755616,514.7091542,622.4151269
699,85,0.065,415,228,0.0285297,54550.58824,2816.928066,2616.379051,2140.834826,1682.040288,1531.740332,78.30919985,160.8609758,232.5419909,289.4785623,336.5493541
700,227,0.231,387,356,0.0300147,147248.5769,3056.244546,2743.107108,2224.938725,1745.053334,1546.76487,89.34537585,177.1523704,251.8814928,311.0315238,359.400662
701,169,0.486,1063,369,0.0141888,99675.29412,3544.562611,3572.46273,3251.084243,2862.136469,2687.328729,95.9996827,203.980396,306.8546604,398.3697577,480.724249
702,215,0.284,1634,214,0.0117746,126755.2941,4905.614942,4990.330314,4551.062232,3980.776352,3672.438327,131.2226674,281.463012,425.4026517,553.2165678,666.8687113
703,95,0.333,368,480,0.023293,58856.47059,3138.033035,3008.331516,2560.06467,2080.281464,1856.030864,86.23532785,179.5860206,263.5495655,332.8747372,390.9217793
704,177,0.159,656,280,0.0252466,112489.4118,3669.511085,3414.424609,2846.01003,2271.414447,1997.784959,103.5759535,211.002243,305.308149,381.7010347,444.6026767
705,165,0.065,711,172,0.0302639,106131.7647,3906.619741,3548.302909,2869.548615,2216.96623,1937.165125,111.3489575,224.4071526,321.0427574,396.8417886,457.7885439
706,109,0.163,1431,184,0.0132292,65530.58824,4947.005058,5066.169975,4611.191787,3970.233676,3531.458827,129.7804437,281.8986309,428.0092111,556.7103389,668.2450644
707,109,0.404,1633,152,0.00599367,63070.58824,3380.682547,3656.433592,3518.885823,3241.402886,3097.348426,86.31204776,193.2437414,301.5650751,402.9775392,497.3835331
708,165,0.035,484,160,0.0365346,109079.6964,3113.65177,2705.571888,2113.022132,1615.617296,1492.972178,91.56647075,179.6655188,252.0560853,307.3982959,352.7407203
709,212,0.283,1273,501,0.0172282,132251.7647,5552.862191,5480.796772,4843.545262,4062.79214,3560.22188,151.4440749,318.8890302,474.6400203,608.0667298,721.1893773
710,240,0.027,406,423,0.0402137,159563.5674,4176.905545,3548.631552,2720.140123,2042.945694,1868.562703,125.0879403,241.9109334,336.0036591,406.6323108,463.6085152
711,217,0.151,1517,326,0.0194851,132630.5882,6536.245496,6371.223039,5526.141775,4539.324414,3949.093664,178.3276764,374.3127548,553.8004706,704.4639003,830.1258016
712,112,0.102,948,179,0.0207096,69308.23529,4232.468509,4131.521695,3568.657728,2907.287993,2510.823876,114.6155824,241.6844926,357.8877126,454.8188986,534.9740484
713,107,0.316,935,471,0.0148242,64323.52941,4149.771131,4213.625895,3803.396913,3256.87079,2911.834133,110.3217651,237.3801631,358.3984813,464.2210064,555.8256233
714,211,0.124,988,238,0.0245494,133712.9412,4804.204145,4514.695969,3801.391516,3019.944267,2526.007703,135.0399608,276.3275201,401.6837562,503.7295831,585.7555191
715,169,0.42,1587,250,0.00901503,100367.0588,3915.148303,4107.179076,3868.301259,3486.803304,3250.973665,102.8753963,224.647939,344.997055,455.3198132,555.6619364
716,186,0.012,1245,233,0.0312091,120185.8824,6880.897095,6350.567533,5125.124916,3913.553086,3424.835883,191.2017032,392.297685,565.2846246,699.9438878,807.326356
717,142,0.364,809,286,0.0156396,87661.17647,3097.230793,3073.894107,2746.946445,2363.483738,2170.601912,84.40874747,178.0435183,265.8062841,342.2951545,409.521117
718,183,0.35,1557,557,0.013577,110080,5777.805719,5867.463288,5329.961836,4631.751708,4239.283246,154.1573153,330.9873108,499.9335223,649.1779341,780.8960413
719,102,0.278,590,161,0.0160427,63334.11765,2262.441213,2237.715917,1989.642115,1688.33852,1503.923846,61.75091298,130.0242896,193.780383,248.8705186,296.2495833
720,136,0.141,1390,225,0.0164986,83235.29412,5434.523883,5440.704771,4841.215306,4058.046613,3513.189816,145.1477858,310.3178804,465.5333686,598.9540066,711.3992845
721,111,0.222,933,392,0.0163425,68018.82353,4287.562733,4291.438866,3795.701585,3208.828757,2939.298252,114.2392604,244.6839152,366.7294581,471.5146548,562.4326067
722,73,0.377,725,341,0.0132244,43564.11765,2891.364903,2963.476321,2707.454503,2363.747282,2172.802492,76.38899404,165.3325053,250.916241,326.9029215,394.2687022
723,98,0.188,938,151,0.0147332,59515.29412,3401.465488,3422.710522,3054.820729,2601.398329,2366.045544,90.67200134,194.3869813,292.1432844,376.820899,450.4078803
724,149,0.047,1540,353,0.021997,91899.41176,7557.762282,7451.008754,6442.157157,5192.468334,4363.203124,201.4218284,429.6352151,639.4613729,813.7562722,955.2137089
725,103,0.215,487,546,0.0225705,64077.64706,3920.974393,3797.075947,3255.336635,2643.696709,2310.096419,106.8228578,224.0731404,330.469006,418.6943324,491.871205
726,186,0.324,638,256,0.0195558,115790.5882,2827.444951,2723.762546,2373.491723,1979.384843,1744.194265,79.1380763,163.2761002,240.0979449,305.2472431,360.4501984
727,133,0.007,490,200,0.0372552,86974.11765,3430.950255,3003.035858,2338.251038,1778.469114,1665.563401,99.41058703,196.9398964,277.2240343,338.2849877,388.4009432
728,225,0.264,547,454,0.026697,143312.9412,3871.037059,3564.36788,2948.446179,2364.111214,2152.202243,110.6376602,223.3679147,321.4072078,400.5905528,466.9781406
729,96,0.278,1147,326,0.0117813,57145.88235,4020.621447,4149.923909,3821.163673,3349.584168,3050.428819,105.2887027,229.3860941,349.7035103,457.2277219,552.402802
730,197,0.403,1145,214,0.0116487,118868.2353,3216.360711,3282.661645,3021.99862,2679.344354,2499.671567,86.48354523,185.0925064,280.1736043,365.5925111,442.5640804
731,240,0.359,1335,435,0.0154029,148049.4118,4962.938595,4933.622755,4419.023041,3806.98277,3485.345259,135.3792456,285.5256797,426.5437721,549.6926565,657.8667658
732,175,0.321,1030,252,0.0143869,107557.6471,3564.356881,3568.215771,3218.057409,2772.377541,2489.671912,96.9319084,205.128661,307.4846821,397.2568905,475.457077
733,60,0.234,599,461,0.014802,36236.47059,3360.349643,3457.417747,3156.29188,2691.916965,2299.237922,87.83566585,191.3913428,291.2987909,379.1363651,453.5307676
734,136,0.177,1110,216,0.0167198,84642.35294,4369.284824,4336.892041,3830.132794,3196.446607,2783.273001,117.903048,250.1159165,373.3729058,478.6546148,567.364828
735,164,0.241,806,452,0.0209042,100169.4118,4419.952783,4261.712458,3675.086653,3027.241235,2685.342074,121.8349593,253.589859,373.253852,473.4828621,557.9477888
736,192,0.39,885,443,0.0184318,118825.8824,4001.126542,3911.782713,3458.189353,2903.072562,2509.158442,110.7397937,230.672464,341.8042612,437.1485909,517.6006416
737,66,0.177,542,256,0.0179034,40541.17647,2749.637086,2738.014043,2418.41382,2015.541029,1754.10028,73.59096456,156.9565552,234.7920354,301.2286588,357.1388176
738,85,0.446,588,206,0.0138996,50447.05882,2021.707382,2040.655567,1853.337499,1627.177583,1529.600223,54.43091126,116.0913016,174.8075828,226.9031332,273.7240634
739,67,0.393,573,559,0.0152622,40492.35294,3424.674905,3504.072922,3171.346866,2724.890486,2463.09753,89.75852915,195.0930489,295.8816637,384.2365576,461.221727
740,171,0.282,1287,377,0.0147162,103063.5294,4881.026768,4893.153495,4388.291501,3765.325117,3423.138676,131.3087139,279.712495,419.7280364,541.8289411,648.4553427
741,129,0.022,914,184,0.0292394,82825.88235,4971.307822,4623.294933,3762.297592,2963.194978,2800.866267,136.8613978,282.7814993,409.1292493,509.1383021,593.288687
742,222,0.329,709,515,0.023268,140894.1176,4305.787619,4064.083425,3455.991274,2816.377032,2480.106565,121.4130386,248.2956565,361.5941645,455.339912,533.6102241
743,92,0.061,432,536,0.0262689,58644.70588,4158.280295,3985.217876,3332.683991,2612.18278,2235.218386,112.7381532,236.6036846,347.0565111,435.8850509,507.2228462
744,139,0.06,373,436,0.0334389,90432.94118,3797.314675,3389.86491,2683.951485,2089.85475,2017.855053,108.3881992,217.4549026,308.7954572,379.6101586,439.4077127
745,200,0.489,702,565,0.0222506,125917.6471,4081.516346,3899.592236,3367.057422,2789.002417,2470.517737,114.5864904,235.5610091,345.0559176,437.1292525,514.991766
746,230,0.292,1328,150,0.0120419,139971.7647,3907.899839,3945.107853,3584.967384,3142.841961,2934.095117,105.381969,224.56466,338.1149554,438.8428536,529.019259
747,95,0.434,781,577,0.0155022,57252.35294,3925.744446,3985.880418,3608.816495,3097.871006,2756.362278,104.4106659,224.5571865,339.191492,439.7473605,526.7581199
748,210,0.084,929,241,0.0282525,135360,4994.185044,4586.186317,3740.926165,2942.711368,2675.848705,141.0898224,286.4939298,411.8883871,511.4199532,593.7645904
749,72,0.433,1224,465,0.00905785,42285.29412,3787.609804,4046.586001,3837.02415,3467.606202,3247.014109,96.74941596,215.8195506,334.8591955,444.4424386,544.4038262
750,167,0.33,958,400,0.0169017,103880,4096.022878,4046.664261,3585.392827,3035.576507,2720.583228,111.7118393,235.2861383,350.3925668,449.5242592,534.8753878
751,239,0.174,577,490,0.0294719,153131.7647,4467.060372,4059.835534,3315.922646,2569.037132,2152.894422,128.876174,258.0384771,369.0994256,456.9641096,526.5490816
752,210,0.398,1085,256,0.0133957,128021.1765,3385.832206,3408.959119,3100.088226,2714.721683,2508.361645,91.92268341,194.9939255,293.1402525,380.2342626,457.8136185
753,177,0.292,1532,277,0.01201,105489.4118,4841.930663,4927.177076,4497.401717,3938.45182,3636.174621,128.8911624,277.197642,419.3715693,545.7499997,658.2454056
754,201,0.444,713,243,0.0167015,123498.8235,2565.832496,2523.987198,2257.724386,1942.445499,1753.551975,71.28197871,148.4095697,220.4770354,283.3828721,338.287619
755,164,0.031,365,388,0.0373907,108662.2391,3707.128801,3223.352029,2509.30172,1913.809376,1785.706501,108.4528727,213.4218084,299.5512591,365.1654913,419.0537165
756,149,0.07,994,407,0.0250454,94936.47059,5820.105073,5551.094205,4646.627496,3681.509142,3230.543339,158.7653393,331.6404733,485.4764332,609.8316066,711.5085072
757,112,0.058,533,316,0.0291109,72061.17647,3769.902281,3491.817096,2836.033575,2222.089521,2069.522738,104.6680971,215.0625559,310.4001395,385.642965,448.3392834
758,165,0.176,303,331,0.0317878,105969.4118,2764.464983,2460.231805,1965.298343,1536.92385,1432.367579,80.45528527,159.6240619,226.1621907,278.2075522,321.615804
759,85,0.41,365,483,0.022003,52588.23529,2992.169669,2902.860789,2502.541878,2051.398427,1809.615924,81.69305045,171.2212643,252.7545975,320.8655316,377.9321127
760,131,0.154,1349,313,0.0161243,79487.05882,5528.315257,5556.427589,4953.657576,4168.381302,3648.974852,146.8375541,315.2463727,473.914386,610.6407648,726.6759625
761,191,0.332,1603,211,0.0100932,111729.4118,4374.363778,4514.018835,4187.059782,3720.548976,3441.548772,116.0395919,250.9406943,382.2145809,500.7687636,607.3226254
762,67,0.418,947,224,0.00884817,39378.82353,2544.99223,2699.911758,2555.378507,2307.010812,2150.427005,65.90372369,145.5704384,224.9039014,297.8548043,364.2423889
763,91,0.03,996,225,0.0224367,56668.23529,4961.304897,4899.420628,4234.042984,3415.533084,2894.252044,131.7274178,281.7099855,419.6577217,534.221242,627.5619954
764,114,0.275,707,411,0.0184456,71287.05882,3689.574103,3631.431825,3196.875694,2658.986935,2290.846773,100.3415279,211.4390029,314.4632988,402.2182184,475.700001
765,191,0.039,1213,507,0.0277933,121755.2941,7556.517974,7126.210902,5886.560892,4598.450187,4022.761026,207.3351331,430.5505263,626.8143578,783.2595729,909.8455844
766,191,0.097,646,475,0.0300766,122804.7059,4921.714813,4493.289047,3647.652438,2805.391045,2387.090922,139.7181834,282.512001,405.1434178,501.4048994,577.7064932
767,181,0.201,1591,581,0.0163187,110830.5882,7084.437757,7097.582681,6308.097223,5323.366952,4750.777438,188.940206,404.4363205,606.7688631,780.9697058,930.2922879
768,118,0.437,1457,305,0.0089313,69522.35294,3745.3991,3953.498312,3733.900678,3377.415772,3174.853171,97.61516094,214.5313762,330.5480912,437.1965441,534.7322606
769,161,0.143,463,474,0.0294029,103929.4118,4025.429301,3681.972925,3000.976753,2334.796194,2035.786657,114.3713069,231.2666341,331.9142845,411.4733954,475.6737665
770,222,0.316,1094,257,0.0150837,137077.6471,3827.122623,3795.98674,3389.908409,2916.749849,2684.373282,104.6446783,220.3135026,328.6544582,423.0372049,506.0672692
771,86,0.398,1119,272,0.00944361,50830.58824,3153.96142,3320.15919,3123.741241,2798.641035,2578.792031,82.17172559,180.4824909,277.7551199,366.6201429,446.7260941
772,231,0.381,1199,484,0.0166507,143383.5294,4839.161153,4784.592214,4261.764207,3636.852717,3276.033331,132.6215854,278.606253,415.0145275,533.2912706,635.8666115
773,90,0.422,1379,471,0.00944284,53047.64706,4212.978392,4467.598754,4205.80588,3785.527513,3564.691396,108.2809184,240.2280184,371.1727113,490.9915163,600.2987846
774,200,0.349,907,554,0.0199442,120870.5882,4737.379497,4597.839287,4009.335616,3325.342702,2899.334768,130.9877855,272.5803186,402.368508,512.1855631,604.4689198
775,148,0.399,374,205,0.0219187,92230.58824,1855.723225,1757.411736,1514.524559,1257.713023,1117.628456,52.77904668,107.5008245,156.777994,198.2330544,233.408045
776,195,0.333,412,477,0.0279712,124807.0588,3468.638889,3169.177226,2613.580367,2086.338308,1871.941044,99.8044299,200.3676221,287.3937115,357.4659922,415.7024581
777,159,0.113,845,587,0.0246582,101280,5809.211803,5543.593293,4660.691442,3708.358222,3234.445601,159.1436488,331.6637486,485.586413,610.6109215,712.8721125
778,212,0.021,1117,393,0.0321013,136842.3529,7066.791847,6443.828608,5173.05635,3956.055862,3494.407935,198.3957326,403.551538,578.5473589,714.4726367,823.4642362
779,108,0.405,422,484,0.0227849,66475.29412,3199.754123,3060.274603,2614.785824,2148.822354,1947.918763,88.32177371,183.344146,268.8781573,340.0265485,400.4580974
780,179,0.366,1113,217,0.0121777,103974.1176,3328.095519,3379.966221,3089.258645,2719.26125,2533.262491,89.50609549,191.3125779,288.878286,375.8751984,453.8739475
781,236,0.36,1150,582,0.018448,146120,5331.20171,5221.393148,4610.45406,3855.295337,3312.827865,147.1505835,307.1384713,455.4228671,582.3235186,688.8674999
782,120,0.096,474,182,0.0285387,77388.23529,2799.243393,2565.174214,2091.979257,1640.669066,1472.254186,79.31196704,160.7023088,230.8311621,286.4399119,332.1002593
783,214,0.148,1463,154,0.0187431,133298.8235,5624.688099,5478.262451,4765.125232,3930.537687,3419.761061,153.9151211,322.4327349,476.9437525,607.1257455,716.014123
784,179,0.168,1503,216,0.0164691,111360,5650.049375,5616.155095,4966.870987,4152.759924,3624.384779,152.3681506,323.4628958,483.183558,619.8268855,735.2065127
785,194,0.03,709,409,0.0342241,126720,5344.174951,4760.333425,3737.168302,2885.970383,2818.030473,152.4430722,305.8731203,433.6698417,531.8228904,614.6606447
786,184,0.476,1183,397,0.0139223,108527.0588,3901.579432,3939.610951,3591.579662,3163.351113,2960.79085,105.5419917,224.5073364,338.0580207,439.2001435,530.1157703
787,104,0.426,1291,412,0.0104232,61377.05882,3971.481824,4159.395164,3890.14143,3468.108767,3197.685319,103.7170958,227.2036535,348.7091349,459.0843501,558.3117532
788,60,0.362,1580,317,0.00612891,34441.17647,3752.025244,4141.339185,4039.319405,3738.663802,3532.070269,93.39321794,213.387891,336.9602318,453.7606971,562.2206806
789,87,0.139,1216,171,0.013801,52474.70588,4389.74644,4506.935488,4096.041552,3508.680159,3096.466837,114.8404459,250.0504016,379.9757453,494.0482201,592.2480355
790,167,0.472,673,179,0.0143412,101407.0588,2067.285432,2073.896824,1885.396703,1656.126341,1540.42701,56.57074233,119.3691816,179.0534367,232.0852814,279.5567275
791,64,0.209,916,508,0.011963,37932.35294,4179.036413,4401.976042,4099.470696,3571.147543,3116.633752,107.1871023,237.5904355,366.051215,481.3004991,581.0581611
792,236,0.321,1481,392,0.0144417,144988.2353,5243.093754,5247.026332,4728.178037,4078.655568,3690.565622,142.1912923,301.3401791,451.7850635,583.7241196,699.1187228
793,204,0.016,337,289,0.0416714,136442.1252,3202.669229,2689.835243,2047.085055,1561.792868,1521.332888,96.87198011,185.9435555,256.9629327,310.3432388,355.1188269
794,143,0.341,593,356,0.0205258,89522.35294,3122.09664,3005.741828,2607.572881,2166.184002,1920.169396,86.79471959,179.7150747,264.321088,335.7372484,396.2458709
795,78,0.386,1387,384,0.00831348,45615.29412,3907.822463,4193.016649,3987.394088,3613.436296,3393.624787,99.6558721,222.7986025,346.3287036,460.3588956,564.6763443
796,189,0.341,1173,205,0.0121504,109811.7647,3514.479457,3564.532819,3254.583571,2859.290891,2653.313955,94.60654864,202.0350633,304.8784917,396.4566433,478.3291028
797,144,0.274,818,470,0.0191533,87781.17647,4306.988564,4209.924197,3674.480217,3042.667242,2656.49589,117.5875068,246.8646605,365.7991625,466.3697836,550.8156132
798,120,0.372,970,479,0.0148547,72731.76471,4120.309766,4161.406948,3756.582722,3235.455266,2927.642762,110.2266827,235.9792597,355.4518856,460.2111907,551.7123511
799,112,0.208,513,228,0.0216745,70668.23529,2667.145436,2550.829995,2176.97515,1779.83743,1593.673364,73.94387523,153.1501759,224.4182809,283.5358562,333.3182634
800,79,0.447,948,466,0.011782,46995.88235,3529.330547,3675.516662,3416.442763,3014.592773,2732.450614,92.16784272,201.5818058,308.6462423,405.1406106,490.7188869
801,188,0.091,849,285,0.0276536,120687.0588,4803.722622,4425.813978,3622.974163,2874.227678,2658.599024,134.9878438,275.0920014,396.2873708,493.0113845,574.0722099
802,207,0.164,773,255,0.0241713,130976.4706,3916.629335,3667.162413,3084.798563,2465.084695,2103.56772,110.6773678,225.63592,327.3781433,410.3503335,477.8651938
803,148,0.035,1402,583,0.0226089,92202.35294,8082.100401,7986.228295,6889.848505,5528.479656,4637.640374,214.4401719,458.8857698,683.6087928,869.6267896,1020.022868
804,205,0.12,747,333,0.0276905,131750.5882,4494.933826,4132.392477,3395.156922,2683.772854,2398.785968,127.5655469,258.4128591,371.7621534,462.3807892,537.0524964
805,100,0.226,1386,214,0.0108581,59425.29412,4366.133515,4540.89053,4203.098626,3678.661724,3293.483745,113.833812,249.1279249,381.1617547,499.4473926,603.2740475
806,100,0.125,428,189,0.0261213,63724.70588,2506.054743,2333.408163,1937.943159,1541.933826,1367.654258,70.38690436,143.8137366,208.1632099,260.0848828,302.896537
807,221,0.404,448,554,0.0280177,141296.4706,3826.971921,3499.863952,2894.200107,2316.097508,2071.673275,110.2079386,221.1895128,317.414217,395.1171317,459.7168511
808,197,0.319,1098,242,0.0141765,121007.0588,3698.952979,3698.763202,3331.350191,2881.609443,2634.436457,100.5880785,212.8279986,318.8416382,411.8857326,493.7638822
809,104,0.178,603,161,0.0198596,65042.35294,2680.7194,2594.747795,2243.086404,1850.551806,1641.960577,73.74227987,153.819533,226.7702496,287.995985,339.6427915
810,169,0.066,1535,315,0.022402,105555.2941,7344.147643,7159.407679,6132.368606,4950.498253,4301.264451,197.8106693,418.3290817,618.9521389,784.7228851,921.3083993
811,129,0.119,788,233,0.0229232,81767.05882,3950.076655,3773.584788,3201.447066,2584.32251,2272.870143,108.8276216,226.1099817,331.2862503,417.7469372,489.4023227
812,136,0.02,1029,418,0.0269274,86550.58824,6339.02371,6078.133222,5072.743046,3951.842456,3344.420726,171.7011143,360.6059541,528.9441108,663.8154327,771.1894466
813,225,0.166,1007,526,0.0239498,143084.7059,5902.770818,5590.346048,4721.745819,3762.23698,3177.086379,164.5892084,338.9579836,494.4482166,621.3536466,723.9260178
814,128,0.195,1506,321,0.0134128,76858.23529,5523.097996,5643.412264,5124.09475,4408.203455,3938.796379,145.2486215,314.8991773,477.4570395,620.3791246,744.4140891
815,184,0.117,1314,432,0.0216405,114077.6471,6637.050502,6435.440196,5517.34721,4490.584928,3962.966734,180.5848489,379.2231828,559.5464339,709.1773225,833.9729706
816,213,0.095,307,239,0.0362745,140645.1613,2558.48593,2199.113857,1713.281078,1325.518923,1260.358724,76.71601488,148.6768276,207.3982392,252.4543985,290.1553941
817,233,0.5,1432,464,0.0138665,136534.1176,4556.721662,4611.708032,4221.087694,3715.104034,3424.000442,123.5904619,262.6437283,395.8368767,514.7553566,620.8919193
818,73,0.106,982,199,0.0156397,44335.88235,4008.952387,4096.653524,3687.249599,3116.269947,2719.243907,104.7473133,227.9935763,345.5754742,447.6127951,534.2912073
819,126,0.463,304,218,0.0236729,80759.01328,1710.135453,1606.218743,1373.926572,1129.265585,988.2424283,48.91270072,99.12396065,144.0020707,181.4358668,212.7943841
820,173,0.31,1233,456,0.0153591,104480,4967.764813,4967.873202,4459.19294,3815.437691,3410.321118,134.2087642,284.9824481,427.1932698,551.1832747,658.5059181
821,193,0.447,1041,410,0.015812,118945.8824,3891.157934,3875.084467,3480.585545,3010.076855,2765.974082,106.3577218,224.1754411,335.0785353,432.2504762,517.9472059
822,219,0.075,488,391,0.0349616,143823.5294,4119.463368,3615.263525,2842.371092,2154.842298,1906.733376,120.7013787,237.8365838,334.9302643,409.2324857,468.6150009
823,196,0.275,1332,373,0.0153242,121028.2353,5076.729553,5065.67165,4533.47152,3868.714912,3459.987571,137.5517825,291.4763883,436.2806592,562.1591146,670.9638464
824,146,0.378,1511,483,0.011752,86244.11765,5031.493612,5193.593075,4801.564375,4232.684364,3864.229891,132.9304233,288.16364,439.0047261,574.4889894,694.9700433
825,220,0.226,465,253,0.0263881,138432.9412,2750.160877,2519.996805,2089.73682,1676.092768,1495.776498,79.37640532,159.1999002,228.5752545,284.7502688,331.4740986
826,219,0.393,1537,236,0.0102123,126190.5882,4031.228613,4165.785847,3876.880385,3461.634365,3217.169922,107.3682756,231.7535518,353.0807994,463.1029693,562.486677
827,116,0.017,569,186,0.0334362,75385.88235,3599.890359,3237.019841,2568.417055,1988.066775,1889.953775,101.8469911,205.6574557,293.0108589,360.6450041,417.1172382
828,82,0.347,1273,468,0.00984647,48348.82353,4282.840843,4532.073366,4248.928796,3793.146219,3524.464717,109.8757492,243.8800789,376.4763802,497.0894266,605.9361641
829,83,0.401,525,180,0.0145501,49362.35294,1881.668804,1889.353182,1709.525194,1485.162473,1359.242653,50.98422058,108.1970533,162.4702878,210.3232176,252.5644652
830,132,0.423,1619,172,0.00673093,77978.82353,3445.328013,3685.791314,3526.447747,3237.259564,3088.189014,88.81446859,197.1182285,305.9638787,407.4066471,501.6006289
831,147,0.188,722,533,0.0228274,92868.23529,4763.785958,4565.452858,3875.818338,3153.230405,2856.037069,130.7378143,272.4775851,399.7519717,504.6971514,593.199742
832,177,0.213,472,209,0.0247547,111560,2548.293298,2363.860189,1984.34959,1595.84903,1384.446039,72.85830661,147.2609121,212.739143,266.2319878,310.2610605
833,221,0.328,1376,201,0.0116734,127767.0588,4001.738758,4067.054227,3718.287222,3272.430758,3046.477849,107.5262798,229.989622,347.4087086,452.1159607,545.9535896
834,198,0.17,1393,157,0.0171846,119249.4118,5141.318144,5057.467899,4440.290551,3683.201188,3179.614899,139.9740532,294.7809305,438.0888561,559.7992434,661.6159581
835,196,0.116,1078,494,0.0243676,124929.4118,6283.017326,5964.875249,5011.891907,3994.372876,3482.623732,173.2317434,359.2501172,524.7758457,659.3182746,769.495917
836,87,0.493,724,200,0.0116553,52228.23529,2074.374947,2139.495349,1990.365405,1773.282373,1634.543507,55.35850141,119.2850533,181.5857188,238.0274466,288.7661028
