number,E,n,K,YS,Pmax,Stiffness2,Slope1,Slope2,Slope3,Slope4,Slope5,30um,60um,90um,120um,150um
3288,197,0.069,1473,333,0.0243488,125336.4706,7385.816186,7065.377309,5943.447017,4725.071371,4115.296429,201.649664,421.3026025,617.5573884,776.94497,907.1476775
3289,120,0.188,1306,578,0.0149366,72635.29412,6036.517442,6160.475259,5568.284666,4751.897404,4203.265215,158.4329601,343.7931614,520.8999916,675.6482747,808.6913866
3290,86,0.163,945,591,0.0151378,52026.47059,5067.489241,5210.500405,4725.064467,4012.1126,3472.575974,131.8815195,288.1236459,438.2270728,569.3523546,680.6879812
3291,81,0.352,1330,434,0.00926424,47660,4200.745918,4472.571855,4209.721216,3770.821322,3514.499493,107.3428468,239.2275889,370.3503923,490.0503694,598.4254524
3292,153,0.127,518,216,0.0276733,98188.23529,3035.675631,2782.957055,2279.855469,1803.64765,1631.610374,86.39027275,174.6423165,250.8638659,311.7025823,362.1244304
3293,175,0.264,917,421,0.0191855,105884.7059,4443.799181,4324.688162,3769.175767,3131.345415,2765.280527,122.1578383,255.2187562,377.2751143,480.5461228,567.8734941
3294,125,0.051,1079,189,0.0242493,79221.17647,5246.737953,5052.30563,4244.396725,3387.515931,3046.167941,141.8078949,298.532871,438.8114669,552.7069556,647.2177507
3295,69,0.1,391,470,0.0226675,42631.17647,3446.148656,3378.397782,2904.777937,2337.292832,1987.946174,92.13143519,195.9043088,290.7766124,369.2523324,433.1955667
3296,216,0.248,328,518,0.0322353,138920,3667.696732,3255.612571,2605.473517,2040.221174,1882.797142,107.1180131,211.9664669,300.0742184,369.143745,426.5657719
3297,145,0.299,563,367,0.0219453,91489.41176,3236.193781,3089.023367,2646.080119,2172.519369,1933.496449,90.21352337,186.1626568,272.597197,344.6212889,405.2937374
3298,230,0.126,906,528,0.0270437,147103.5294,5937.780387,5502.602763,4548.468285,3613.178719,3234.535834,166.9582982,340.5336898,491.9248954,613.630236,714.2820853
3299,237,0.192,1265,386,0.0201198,148475.2941,5781.195554,5574.775899,4807.378529,3972.839835,3564.996209,159.42452,331.7838316,488.3012968,619.5551301,730.9386377
3300,191,0.404,1138,329,0.0138963,112284.7059,3783.489474,3812.331015,3468.776431,3028.418932,2766.851728,102.6458985,217.8586876,327.6617981,425.0172443,511.1548369
3301,125,0.3,1599,367,0.0104953,73854.70588,5029.227327,5237.432732,4862.995656,4282.635064,3873.069923,131.2088294,287.1362352,439.6283685,576.8567393,698.2944268
3302,84,0.313,432,539,0.020568,51321.76471,3439.978335,3387.631362,2960.672242,2420.300614,2027.716115,93.01170061,196.688876,292.5234608,373.1950853,439.2193688
3303,115,0.08,637,280,0.0264838,73134.11765,3855.630381,3629.194089,3018.617653,2375.443828,2051.215368,106.7325418,220.4046876,320.6427857,401.1957729,466.3588689
3304,113,0.027,1016,175,0.0258268,71948.23529,5115.017524,4920.310565,4126.059775,3232.154455,2738.483906,138.4242819,291.0779244,427.6474775,537.6449656,625.5790925
3305,230,0.474,924,182,0.0123531,137694.1176,2473.797188,2518.774135,2320.862425,2068.367119,1949.593279,67.13918077,142.8703536,215.8367423,281.5762631,341.275984
3306,67,0.281,619,304,0.0147542,40353.52941,2786.031978,2826.949133,2549.942195,2183.968171,1957.98407,73.76717733,159.0429005,240.2048844,311.1497613,372.6428739
3307,107,0.043,961,287,0.023662,67284.70588,5143.787921,5014.787611,4270.236999,3421.355165,2979.361189,137.787976,292.3445086,432.5197297,547.5154163,641.8699182
3308,175,0.108,1518,418,0.0201644,108505.8824,7196.733429,7082.939884,6152.168122,5000.463827,4223.872682,193.6873227,410.669925,610.4939336,777.590687,914.2728947
3309,206,0.396,1491,401,0.0127122,121628.2353,4762.772648,4842.720323,4428.092026,3884.943017,3579.328559,127.7494433,273.5258469,413.3669029,537.9261612,648.8388294
3310,195,0.41,400,472,0.0277086,124437.6471,3301.608233,3015.913029,2488.881699,2003.975854,1844.657103,94.94416083,190.6646471,273.4855814,340.4188039,396.9800036
3311,211,0.119,1344,395,0.0225389,133378.8235,6691.628455,6418.033369,5453.211369,4412.434166,3910.973471,183.5260352,382.6681195,561.6957682,709.1012496,831.8349832
3312,208,0.033,629,499,0.0352452,137400.3795,5429.149927,4809.562993,3777.054177,2852.490103,2556.737394,156.2690196,311.5331014,440.7135804,539.2357994,618.1511001
3313,187,0.192,1444,372,0.0170154,116510.5882,5981.031264,5930.332244,5229.769868,4365.850268,3825.079575,161.5145447,342.4177884,510.8358459,654.5704084,776.0183512
3314,230,0.37,1506,156,0.00917962,129804.7059,3715.458545,3854.140738,3592.262201,3218.118105,3020.003622,98.42141718,213.3271772,325.6642542,427.7402537,520.5116366
3315,189,0.312,405,559,0.0286693,121585.8824,3886.033259,3548.337427,2907.555877,2304.546053,2080.165399,111.1951667,223.8945131,321.0645551,398.725583,463.1236101
3316,126,0.425,426,516,0.0240996,80070.58824,3379.501615,3204.608323,2725.885906,2215.168037,1944.288385,94.30333463,194.1643486,283.5415427,357.3975484,418.8500071
3317,139,0.049,636,180,0.0312514,89675.29412,3697.892828,3357.408491,2705.340001,2081.163591,1824.355494,105.0438041,212.0766296,303.3724721,374.6759504,431.9159706
3318,122,0.024,472,193,0.0350371,80578.74763,3203.899445,2837.484218,2227.391368,1691.275112,1546.789665,92.06170927,183.688726,259.8739861,318.071974,365.2668007
3319,156,0.291,1347,303,0.012795,93515.29412,4536.096762,4614.152686,4189.037985,3639.876163,3345.790724,120.940533,259.9261057,392.7579879,510.0279136,613.7013215
3320,204,0.429,953,599,0.0193055,122800,4754.534573,4643.567033,4087.746167,3412.469283,2943.133686,131.4211915,273.9115956,405.5866802,517.9818054,612.39425
3321,107,0.108,921,239,0.0202466,66315.29412,4317.731411,4237.805811,3684.043995,3002.191091,2537.992224,116.3890262,246.3388565,365.9190127,466.1005854,548.2270186
3322,91,0.063,1492,589,0.0140522,54174.11765,6968.583552,7340.143342,6806.786808,5841.465288,4917.13012,178.1463198,395.6307032,609.505757,799.7182618,960.4035378
3323,103,0.262,1398,167,0.00951057,60598.23529,3965.106891,4131.536076,3863.457133,3423.041809,3072.461848,103.2537989,226.1174284,346.8008822,456.2014927,553.0817445
3324,231,0.423,1156,191,0.011204,138670.5882,3053.274656,3129.114267,2897.711843,2577.264847,2385.970743,82.11355793,175.8902437,266.7879936,348.8625086,422.7154134
3325,198,0.193,925,203,0.0198504,124117.6471,3893.312251,3740.249182,3224.173153,2659.695718,2361.428432,108.0685822,223.8728006,328.8534036,416.8391758,491.0972482
3326,194,0.223,314,317,0.0309123,123294.1176,2648.574663,2365.346747,1906.415615,1492.522818,1344.409905,77.52181147,153.4458176,217.6855841,268.2811378,309.8947519
3327,206,0.343,304,382,0.0303894,130604.7059,2756.417732,2476.689269,2013.7078,1578.231105,1381.016966,80.78694393,160.0051287,227.55577,281.1026445,324.632262
3328,105,0.361,1212,212,0.00928541,62317.64706,3277.969111,3432.133374,3210.948657,2867.283681,2654.007171,85.80921484,187.7152105,287.9837275,379.1473273,461.3246331
3329,137,0.292,541,207,0.0193399,85451.76471,2408.46153,2327.211598,2027.087583,1685.937019,1481.607446,67.06593205,138.8705236,204.5098871,260.0855131,307.0343183
3330,158,0.092,302,457,0.034674,102755.2941,3567.49735,3147.406381,2479.510415,1889.640194,1703.626461,103.5432052,205.2935621,289.9095381,354.8444444,407.3265145
3331,159,0.199,708,453,0.0231762,100908.2353,4377.812604,4161.649965,3510.305172,2841.808126,2574.188726,121.1121464,250.8145777,366.4593227,461.2613655,540.9765867
3332,118,0.217,1400,342,0.0128722,70698.82353,5123.129166,5246.034439,4784.153231,4145.062894,3736.340778,134.5758904,292.0847824,443.490092,577.361885,694.4975478
3333,216,0.395,1221,384,0.0146896,132560,4284.35508,4288.2932,3870.815861,3356.769922,3071.002242,116.5791242,246.6284456,369.6625616,477.9117113,573.3515396
3334,78,0.369,1568,423,0.00774459,45416.47059,4329.082897,4691.538596,4493.873975,4084.785278,3812.968749,109.5244345,246.6699281,385.4155472,514.1881259,631.8753857
3335,208,0.416,735,206,0.0155984,127075.2941,2483.000896,2457.587084,2204.289656,1908.102864,1754.020964,68.51976093,143.4295325,213.6961498,275.2580183,329.6033707
3336,206,0.012,1123,289,0.0331926,133609.4118,6733.000794,6083.123769,4845.092888,3735.81203,3472.185076,189.6856923,384.2940753,548.7915799,676.2871487,781.3968406
3337,145,0.49,436,324,0.0227238,91348.23529,2437.438254,2311.147504,1987.872805,1648.89862,1475.509407,68.93802952,140.8858813,205.6370402,260.0012547,306.2268071
3338,240,0.306,734,237,0.0191172,148524.7059,3047.507605,2932.798893,2551.900536,2133.868278,1907.757864,85.40895402,176.0653453,258.7149912,328.8080385,388.6663064
3339,177,0.116,761,387,0.0267169,113030.5882,4752.862181,4419.301814,3647.100218,2899.092799,2638.114965,133.0393057,272.296913,393.8110023,491.3648678,572.626866
3340,228,0.257,402,524,0.0306454,146120,3877.514247,3487.663507,2824.531613,2202.880736,1937.473044,112.6450582,224.1993801,319.172057,394.0860869,454.9073329
3341,147,0.262,1465,276,0.0121965,88284.70588,4814.442393,4915.918511,4483.269613,3909.509631,3587.652498,127.5479231,275.3299166,417.1617836,542.9149825,654.2513899
3342,90,0.255,1296,373,0.0109551,53552.94118,4519.672357,4727.988917,4388.2188,3845.747582,3445.960836,117.020593,257.5374608,395.2190613,518.8035778,627.390761
3343,214,0.458,1578,478,0.0127856,126230.5882,4956.163119,5057.559264,4646.74237,4101.143443,3798.193489,132.9232556,284.8814127,431.254681,562.3381345,679.7497772
3344,180,0.074,1509,499,0.0223829,112489.4118,7963.589964,7763.94721,6647.550257,5367.787324,4678.046632,214.1442365,453.2909149,670.8135271,850.5102705,998.780989
3345,226,0.057,340,355,0.0389626,149582.5427,3407.489953,2911.286034,2245.675253,1682.468411,1493.476308,102.3626939,197.9076144,275.3457874,333.672169,380.0360395
3346,210,0.282,1217,416,0.0168939,130917.6471,5045.255724,4971.348534,4398.929264,3706.561231,3272.807753,137.9230966,289.8916448,431.2188877,552.6279129,656.198707
3347,85,0.059,789,294,0.0217979,52382.35294,4292.761703,4229.763915,3656.650509,2951.780709,2493.513738,114.3745767,243.960699,363.0592554,462.0421655,542.6321261
3348,212,0.088,1483,273,0.0235844,134764.7059,6987.632043,6673.352835,5639.611805,4508.692056,3902.87669,191.8451445,399.3364261,585.0516964,736.7413471,860.8242634
3349,100,0.143,428,454,0.0253474,63774.11765,3594.00617,3418.542366,2876.952469,2274.952923,1918.260171,98.98443496,205.4701238,300.435716,377.4831754,439.3859592
3350,173,0.308,1195,514,0.0161592,104936.4706,5178.127109,5153.82625,4592.192005,3910.177122,3524.73435,139.8705253,296.71435,443.7267664,571.0420639,681.3031147
3351,220,0.143,505,592,0.0313551,142077.6471,4840.424457,4352.937066,3512.816502,2723.526916,2388.53246,139.4024861,278.6888221,397.0523784,489.966122,565.0069446
3352,166,0.356,1432,446,0.0128999,99348.23529,4975.100841,5060.271263,4624.425398,4046.102527,3703.841932,132.7967167,285.103013,431.2028296,561.1437669,676.329604
3353,152,0.087,300,532,0.0340391,99174.11765,3915.920691,3476.03256,2744.528104,2126.002322,2025.050212,112.4488406,224.562924,318.094631,390.364397,450.8305072
3354,129,0.487,390,526,0.0252369,82094.11765,3303.544129,3117.3483,2639.997097,2113.594421,1780.244176,92.81080749,190.1547123,276.9401518,348.0640234,405.6863414
3355,204,0.495,1443,398,0.0123503,119251.7647,4205.458291,4301.477903,3968.611738,3522.353317,3278.196158,112.8642675,241.9348918,366.6640839,478.9176735,580.0262956
3356,146,0.339,1586,377,0.0108927,85934.11765,4910.670218,5090.407745,4723.824183,4173.915303,3803.676881,129.3432946,281.1790114,429.3045484,562.7752092,681.5361711
3357,106,0.124,1452,434,0.0145847,64026.47059,6186.56169,6384.247366,5810.03982,4949.612221,4288.637734,160.764879,351.8638393,536.1007887,697.604028,835.0720531
3358,169,0.27,1354,482,0.0152156,102578.8235,5549.581343,5566.899103,4984.187182,4258.659807,3847.531208,148.9029869,317.7217855,476.9166362,615.3448618,735.5802121
3359,142,0.178,1196,475,0.0175103,87110.58824,5683.937163,5663.084028,4998.68826,4173.270349,3669.350782,152.1671636,324.5844887,485.516779,622.8955629,739.1279835
3360,61,0.376,939,474,0.0102124,36041.17647,3518.632064,3735.302409,3509.043284,3132.093749,2896.692866,90.05933552,200.3409751,309.7481854,409.3766681,499.0892969
3361,209,0.085,698,246,0.0306599,134494.1176,4151.250401,3742.291183,3013.986798,2343.157106,2106.621968,119.2920194,238.9645309,340.6360387,420.3784857,485.5684107
3362,155,0.392,1050,536,0.0160598,93861.17647,4580.702314,4574.787307,4101.366219,3514.984179,3170.186316,123.7885057,262.7327966,393.6006833,507.6851603,606.9155759
3363,191,0.475,716,240,0.0161879,117152.9412,2472.888325,2446.730926,2197.25379,1903.945006,1746.292662,68.37845847,142.9554067,212.9491167,274.3523177,328.5423815
3364,172,0.498,1007,164,0.0100851,102207.0588,2361.923038,2454.651496,2308.684165,2091.678426,1971.291656,63.01116151,136.0660907,207.9032933,273.8767564,334.3701884
3365,228,0.226,334,325,0.0311682,148614.8008,2759.924771,2457.918081,1981.495747,1552.052844,1390.984446,81.25842549,160.2388512,226.9893539,279.5983903,322.7962696
3366,108,0.278,983,503,0.0149825,65122.94118,4531.631801,4592.114167,4132.161356,3532.758032,3174.888855,119.9608,258.5943083,390.2832983,505.1294845,604.6641216
3367,61,0.356,975,461,0.0099578,36005.29412,3574.019631,3800.38733,3577.781627,3194.683414,2939.573577,91.26669651,203.3658355,314.8002023,416.427808,507.7610908
3368,193,0.309,402,426,0.0279707,123418.8235,3242.590897,2958.1196,2434.576517,1940.959152,1746.265005,93.34428726,187.2888711,268.4407454,333.6627192,387.8875266
3369,232,0.036,1589,528,0.0275786,147712.9412,9287.967332,8761.973941,7245.924794,5670.363249,4965.83266,254.5255467,528.9129844,770.3434256,963.0733481,1119.27553
3370,204,0.29,1227,197,0.0132787,124894.1176,3918.480798,3935.862404,3554.839438,3079.453414,2813.745844,105.9769861,225.1681975,338.1446846,437.5149332,525.008674
3371,171,0.189,425,168,0.0256725,107682.3529,2275.194795,2095.416911,1742.494418,1398.827105,1246.814762,65.33946922,131.5595061,189.3330378,236.201723,275.1792138
3372,96,0.458,1248,487,0.0106722,56912.94118,4057.835632,4251.146867,3976.847052,3548.847597,3281.05991,105.6606632,231.8568176,356.0533647,468.9306443,570.5863382
3373,159,0.074,924,323,0.0265373,101174.1176,5255.466193,4933.493367,4098.533679,3238.584279,2841.642314,145.5901378,300.3169948,436.4698713,545.9791185,635.4150024
3374,115,0.067,1074,257,0.0218826,70822.35294,5243.242721,5132.036436,4413.689357,3563.604126,3057.183384,140.6233897,298.3646824,442.4741679,561.8686622,659.7270603
3375,79,0.206,1239,229,0.0108547,46927.64706,4072.539283,4265.851986,3957.413489,3459.496123,3084.372218,105.2855898,232.0061773,356.219197,467.5561979,565.0168989
3376,189,0.333,1295,444,0.0149197,113383.5294,4962.047937,4960.279618,4434.917104,3825.710621,3572.410391,133.8604534,284.55404,426.2412886,549.8106267,659.3429886
3377,203,0.23,1130,223,0.016716,125211.7647,4250.519485,4181.38769,3696.101608,3096.301544,2683.627804,116.6405224,244.5365661,363.3622409,465.1575227,551.0115967
3378,210,0.04,742,443,0.0336534,136854.1176,5591.309536,4982.965901,3943.179087,3071.409395,2967.117126,159.828484,320.2705489,454.4920063,558.5414654,646.4513443
3379,194,0.354,594,442,0.0233545,123016.4706,3607.240489,3400.563281,2890.758597,2360.167404,2091.130666,101.8490604,208.0768619,302.8515825,381.3145126,447.0771712
3380,74,0.167,600,540,0.0176706,45287.64706,4018.628735,4064.643799,3612.721126,3017.141536,2632.18585,105.6504373,228.5872207,344.5496879,443.9139191,527.6844191
3381,182,0.081,964,367,0.0269486,116157.6471,5624.770472,5261.429936,4342.622913,3422.182934,3053.943534,156.2649865,321.6389508,466.3961179,582.179996,677.2490997
3382,198,0.343,985,424,0.0177195,122590.5882,4272.507996,4197.783725,3715.140853,3112.109348,2676.219175,117.7333013,246.166886,365.5211388,467.871451,553.9191131
3383,63,0.162,1137,466,0.0108505,37075.29412,4625.69197,4926.235448,4634.541057,4087.268016,3621.075544,117.1267736,262.3071035,406.7785218,537.8237805,652.8254084
3384,137,0.169,976,493,0.0196284,84597.64706,5264.316735,5176.087213,4512.351714,3709.994256,3205.898856,142.1423027,300.7332319,446.9524757,570.088115,672.5347515
3385,219,0.308,528,475,0.0263512,139249.4118,3794.897277,3505.955514,2915.385334,2331.500689,2062.615529,108.4823154,219.1345708,315.8233621,394.1245462,458.8633983
3386,62,0.265,885,532,0.0113896,36662.35294,3969.019669,4194.124277,3921.647752,3441.650171,3044.191612,101.6304447,225.6841318,348.30209,458.9077863,555.6264904
3387,91,0.207,1586,256,0.00997558,53800,4948.527696,5231.761361,4888.564828,4299.52839,3845.242341,127.0894287,281.835578,434.7308084,572.6910686,694.0500157
3388,156,0.331,301,501,0.0297112,100348.2353,3296.401302,2998.808825,2447.126698,1908.655156,1650.694437,94.61074214,190.0082435,271.9983751,336.9679512,389.3227927
3389,196,0.036,1060,465,0.0298934,126524.7059,6909.164659,6387.552652,5168.93115,4025.774649,3730.557645,191.7433006,393.9021771,568.0263648,704.7926961,818.0522387
3390,91,0.473,777,499,0.0149077,54581.76471,3504.346793,3564.292743,3240.90032,2803.592265,2521.791322,93.40608278,200.7308002,303.4302636,394.045663,473.2008706
3391,81,0.075,1036,584,0.0157358,48864.70588,5655.462404,5861.522249,5322.556428,4537.402356,4004.897448,145.5675049,320.8083857,489.8085832,637.6998888,764.5792162
3392,218,0.354,1153,490,0.0171369,135785.8824,4893.784368,4826.249483,4274.208544,3615.024419,3226.059976,133.9970737,281.4805502,418.7269822,536.861631,638.3306442
3393,175,0.046,1337,315,0.0259569,111404.7059,7005.267154,6684.801846,5604.425462,4385.951478,3651.19337,191.6465336,399.6746131,585.1355335,734.5591647,853.1297807
3394,161,0.158,1373,591,0.0181218,98917.64706,6861.570243,6825.909859,6034.523123,5002.399347,4244.527842,183.6598422,391.5050962,585.6571702,751.1691132,888.5436537
3395,92,0.414,309,234,0.0224031,58056.47059,1805.741815,1717.449633,1475.230378,1219.026161,1088.779093,50.763799,104.171416,152.2715063,192.5453891,226.6726475
3396,108,0.275,978,233,0.0130806,64910.58824,3410.648168,3466.050149,3140.523872,2716.358954,2475.845015,90.76684021,195.2224977,294.9205666,382.6675437,459.7386138
3397,188,0.179,1158,425,0.0200915,115049.4118,5623.983973,5458.109826,4726.931502,3894.890517,3426.42839,153.945413,322.1706323,475.7789608,604.7778958,713.1081804
